PONTONNIERS_S-FHD00Z01ZMW_480880_664200.mp4;PGM80028;Pontonniers slaan brug over de Rijn;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1912-10-01;"genie; militaire operaties; militairen; pontonbruggen";"Driehuis; Nederland; Westerveld";Manoeuvres in de mobilisatietijd 1914-1918. Een pontonbrug wordt gelegd, echter niet over de Rijn, zoals in de titel wordt vermeld, maar over een kanaal in vermoedelijk Noord-Holland.;"00.00 Pontonniers in witte ketelpakken met om de kepi een blauwe doek gewonden laten een ducdalf langszij de pontonboot in het water zakken.
00.06 Met vereende krachten leggen zij een omgekeerde ponton op een platte wagen.
00.09 Twee ponton roeiboten naast elkaar, waarop van boord tot boord de brugdekplanken opgestapeld zijn, worden naderbij geroeid.
00.19 Op de schouders dragen de pontonniers de ponton van de platte wagen naar de oever.
00.23 Overzicht van het vastleggen van het eerste brugdeel.
00.29 De ponton wordt over de dijk het water ingeschoven.
00.39 De brugdekplanken worden naderbij geroeid.
00.46 De ponton wordt tussen twee andere pontons van het eerste brugdeel gevaren.
01.01 De mannen leggen de planken van het brugdek op hun plaats.
01.22 Een middenstuk wordt ingevaren, rondgetrokken en vastgelegd.
01.33 Het vierde en laatste brugdeel wordt ingevaren.
01.41 Officieren in donkere capes lopen over de pontonbrug.
01.49 Door twee paarden getrokken ambulancewagen aan het hoofd van een colonne.
01.55 Gevolgd door compagnie infanteristen.
02.19 Een tweede door paarden getrokken ambulancewagen gevolgd door een tweetal stafauto's.
02.30 Kolonel stapt uit en begeeft zich met zijn staf naar voren. De auto is een gevorderde taxi No. 402 uit Amsterdam.
02.37 Detachement officeren en onderofficieren volgen daar achter.
02.41 Een watergekoelde mitrailleur op een draaibaar onderstel wordt door twee man meegedragen.
02.43 Infanteristen met burgerkoetsier op de bok.
02.51 Waarnemer kijkt door schaarkijker en noteert gegevens.
03.00 Waarnemer luistert aan luidspreker van radioverbinding.
03.11 Huzaar te paard aan de kant van de weg waarover colonne infanterie met witte vlag trekt.
03.28 De kolonel stapt weer in zijn auto, uitgeleide gedaan door scheidsrechter met witte band om de arm.
03.31 Over de weg langs het kanaal komen vier scheidsrechters op hun motorfietsen aanracen en rijden voor de camera langs.
03.40 EINDE";PONTONNIERS_S-FHD00Z01ZMW
ENGELS_ESKADE-FHD00Z023XQ_122880_311000.mp4;PGM77898;Engels eskader bezoekt ons land;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1921-01-01;"havens; marine; matrozen; orkesten; stations";"Den Haag; Nederland; Rotterdam; Scheveningen";Bezoek van Engels marineschip, de H.M.S. Watchman, aan Nederland. Beelden van Engelse matrozen en officieren op schip. In Scheveningen, kurhausterras met orkestje en de 'oude' pier.;"00.01  De Britse torpedojager H.M.S. Watchman varend in een haven - Rotterdam -.
00.12  Boeg van het schip met nummer D 26
00.22  Schip langszij gezien, afgemeerd. Matrozen; mast.
00.34  Matrozen aan de reling.
00.42  - Officier van piket - met steek op, wachtend aan de wal.
00.56  Matrozen leggen loopplank uit, officier gaat aan boord.
01.00  Manschappen met witte helmen - Britse mariniers - brengen saluut en marcheren af.
01.15  Nederlandse autoriteit wandelt met Britse - commandant - over het dek.
01.18  Uitgang van het station Hollandsche Spoor te Den Haag. Matrozen en officieren komen naar buiten.
01.40  Commandant stapt in auto. Matrozen bij auto.
02.18  C.U. Koppen van matrozen. Op een der petten: Watchman.
02.28  Matrozen in toerwagen. Wagen vertrekt en rijdt voorbij.
02.50  Orkestje, spelend op het Kurhausterras te Scheveningen. C.U. van de kapelmeester in uniform (Henri Zeldenrust).
03.05  Overzicht van de wandelpier bij avond.
03.08  Einde fragment.";ENGELS_ESKADE-FHD00Z023XQ
FNOKLASSENSTR-HRE0005EF40_119000_1844960.mp4;PGM3877481;Klassenstrijd;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1-12-1928;politieke partijen;;"Speelfilm. Gezin tijdens en rondom de maaltijd. Generatieconflict tussen zoon en vader. Vader probeert zijn kinderen er van te overtuigen dat het schelden op de bezittende klasse of de werkgevers onzin is en tot niets leidt. Bezit kan ook nog iets anders zijn dan geld. Overleg tussen werkgevers en werknemers is beter dan staken. Kortom de liberale weg. Zoon Gerrit zamelt geld in voor stakers en vraagt geld aan z'n vader. Deze antwoordt geen geld te geven aan stakers. Er ontstaat ruzie en vader sommeert zijn zoon het huis te verlaten. Hierop besluit de andere zoon ook te vertrekken. Anderhalf jaar later zijn Leo en Marie getrouwd en hebben een kind. Gerrit zoekt na maanden van misère Marie op in haar eigen huis. Eenmaal binnen komen ook vader en moeder op bezoek. Na enige aarzeling reiken ze elkaar weer de hand. Gerrit is nog steeds werkloos, maar zijn vriend is inmiddels door het partijbestuur aan een baantje geholpen. De film eindigt met een shot van het gelukkige gezin met de tekst boven in het beeld: 'Klassenstrijd brengt menschenhaat. Klassenvrede menschenliefde'.
Rolverdeling:
Vader: J. Elsensohn
Moeder: A. Bouber
Eudanel, zoon: E. Palmers
Gerrit, zoon: P. Bron
Marie, dochter: K. Posthumus
Leo, verloofde van Marie: P. Myin
Piet, vriend van Gerrit: J. van der Linden.";"Speelfilm. Gezin tijdens en rondom de maaltijd. Generatieconflict tussen zoon en vader. Vader probeert zijn kinderen er van te overtuigen dat het schelden op de bezittende klasse of de werkgevers onzin is en tot niets leidt. Bezit kan ook nog iets anders zijn dan geld. Overleg tussen werkgevers en werknemers is beter dan staken. Kortom de liberale weg. Zoon Gerrit zamelt geld in voor stakers en vraagt geld aan z'n vader. Deze antwoordt geen geld te geven aan stakers. Er ontstaat ruzie en vader sommeert zijn zoon het huis te verlaten. Hierop besluit de andere zoon ook te vertrekken. Anderhalf jaar later zijn Leo en Marie getrouwd en hebben een kind. Gerrit zoekt na maanden van misère Marie op in haar eigen huis. Eenmaal binnen komen ook vader en moeder op bezoek. Na enige aarzeling reiken ze elkaar weer de hand. Gerrit is nog steeds werkloos, maar zijn vriend is inmiddels door het partijbestuur aan een baantje geholpen. De film eindigt met een shot van het gelukkige gezin met de tekst boven in het beeld: 'Klassenstrijd brengt menschenhaat. Klassenvrede menschenliefde'.
Rolverdeling:
Vader: J. Elsensohn
Moeder: A. Bouber
Eudanel, zoon: E. Palmers
Gerrit, zoon: P. Bron
Marie, dochter: K. Posthumus
Leo, verloofde van Marie: P. Myin
Piet, vriend van Gerrit: J. van der Linden.";FNOKLASSENSTR-HRE0005EF40
BG_33732_MPG_-FHD00Z0259N_119080_541800.mp4;PGM27089;Winter 1929;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1929-01-01;"ijs; rivieren; winter";"Kralingse Veer; Merwede; Rotterdam; Scheveningen";"Reconstructie, compilatie uit aantal filmfragmenten uit 1929
betreffende de ijsoverlast op de grote rivieren en bij
Rotterdam o.a. te zien een ijsbreker, auto's en arresleden op
het ijs, in de zeer strenge winter van 1929. Zie ook 1-2298,
1-2299 en 1-2301";"00.00 Titel : Winter 1929. Verdere tekst onleesbaar.
00.10 Het strand met ijs en sneeuw, daartussen golven in de branding. Twee mannen klauteren over de ijsschotsen. Golven tussen het ijs. Een man laat een meeuw vliegen
01.12 Bevroren water in de stad. Auto's rijden over het ijs
01.41 Een arreslee over het ijs.
01.50 Opname vanaf de arreslee over het paard heen. Arreslee
02.15 Schepen in het ijs.
02.16 Gezelschap dames en heren. Ze dalen van loopbrug af op het ijs.
02.24 Huizen met opschrift : Fop Smit en Co, Kralingsche Veer Van Nelle's pakjes koffie.
02.52 Dames en heren stappen over ijsblokken.
03.17 IJsschotsen.
03.24 IJsbreker ploegt door het ijs. Op de volgboot Shell II
03.52 IJsbreker met volgboten. Op de achtergrond huizen langs de kade.
04.29 Kruiend ijs.
04.44 Spoorbrug bij Moerdijk.
04.50 IJsmassa schuift langs de oever. Kruiend ijs. Veel toeschouwers langs de kant. Ijsbrekers. Mensen op de kant.
06.59 EINDE.";BG_33732_MPG_-FHD00Z0259N
ONZE_12E_PROV-FHD00Z02655_119160_849600.mp4;PGM3972426;Onze 12e provincie in wording - mooi Insulinde...;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1920-01-01;;;Item over de drooglegging van een gedeelte van het IJsselmeer voor de creatie van Flevoland, item over de gevolgen van de vrijhandel op de verkoop van land- en tuinbouwproducten en een item over de diverse exportproducten uit Nederlands-Indië.;Item over de drooglegging van een gedeelte van het IJsselmeer voor de creatie van Flevoland, item over de gevolgen van de vrijhandel op de verkoop van land- en tuinbouwproducten en een item over de diverse exportproducten uit Nederlands-Indië.;ONZE_12E_PROV-FHD00Z02655
DE_OPVOERING_-FHD00Z01SK7_122400_655920.mp4;PGM78895;De opvoering van het a-z spel door de Leidsche studenten;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1925-06-01;"geschiedenis; studenten; universiteiten";"Leiden; Nederland; Zouterwoudsche Singel";"Opname van de generale repetitie van het 'A-Z spel' (A voor
Alva en Z voor Zwijger) door Leidse studenten ter gelegenheid
van het 70-ste lustrum van de Leidse universiteit Het spel
beeldt het leven in de Nederlanden omstreeks 1570 uit, de
opkomst en dood van Willem van Oranje, en vervolgens de komst
van Alva met zijn Bloedraad en vervolgens de komst van de
Geuzen.";"00.00 Groots boogvormig decor. in het midden een toren met gestileerde klok. Rechts van de toren de gebeeldhouwde figuur van Willem de Zwijger die in zijn tegen elkaar gevouwen handen de hangtouwen van een halfronde wieg vasthoudt; de gebogen torenuitbouwen links en rechts zijn met transparant bekleed (noot 1)
00.04 uitputtende beelden van het toneelstuk van de studenten, waarin ze hun versie van de jeugdjaren van Willem van Oranje spelen
01.37 Men speelt een bruiloftsscene
02.30 Camera zwenkt van links naar rechts en vat het gehele spel in een keer samen: op het linkerterras de minnende op het middenterras de regisseur en de pianist voorts enige assistenten en op het rechterterras de feestgangers. Op het centrale platform de werkers, de oudjes, de de dragers met de doodsbaar en de moeder met haar kind en de wiegsters
02.47 Uitbeelding van de terreur die Alva en zijn bloedraad in de Nederlanden uitoefenen. 'Ketters' worden veroordeeld door bloedraden en onthoofd. Willem de Zwijger 'kijkt toe'
03.58 een afdeling Spaanse soldaten marcheert het middelste plankier op en houdt halt, de zwaarden dreigend geheven. Uitbeelding van de bezetting van de Nederlanden
04.29 Regisseur Johan de Meester jr. geeft, staande op een vlot, regie-aanwijzingen door een scheepstoeter
04.32 De bruiloftsvierders liggen verslagen ter aarde. Een Spaanse soldaat voert een hunner weg naar het hoogste platform ondanks aanvankelijk tegenstribbelen van de gevangene04.46 Patrouille Spanjaarden surveilleert het schiereiland van de feestvierders die op een hoop samen gedrongen zijn
04.57 Terwijl zich overal Spaanse soldaten geposteerd hebben schrijdt de Bloedraad heel langzaam het centrale platform op, in twee rijen die zich opstellen en op een teken van de regisseur tegelijk gaan zitten
05.23 De scherprechters stellen zich ruggelings tegen elkaar op. Twee gevangenen nemen plaats achter de executieblokken, knielen, leggen hun hoofd op de blokke en de beulen voltrekken na twee keer hun zwaard op afstand en diepte beproefd te hebben het vonnis
05.47 Radeloos rennen de geknechte feestgangers, de verliefde en de werkers rond de onbewegelijke Spaanse soldaten van de bezettingsmacht. Vergeefs zwaaien zij hun armen in ontzetting en in machteloosheid, zij roepen en protesteren maar niets helpt
06.05 Zij binden de strijd aan met de Spanjaarden die hun binnen korte tijd overmeesteren
06.14 Over het water naderen geroeide boten met Geuzen die aan de drie terrassen aanleggen en terstond aan wal gaat men beelt de redding van ons land door de Geuzen troepen uit
07.03 Regisseur de Meester jr. roept zijn aanwijzingen door zijn megafoon
07.04 De Geuzen springen op, dreigen met hun zwaarden,
      sluiten de omsingeling nauwer en beginnen het gevecht.
      Zwaardgevechten rondom met aanvallen en pareren
07.38 Overal op het tableau breken gevechten uit; het volk loopt te hoop tegen de Spanjaarden
07.45 Verwoede zwaardgevechten van Spanjaarden tegen de hun belagende Geuzen. De Spanjaarden hebben het verhoogde platform verlaten en moeten nu man tegen man vechten
07.55 De regisseur brult zijn aanmoedigingen naar de acteurs en actrices
08.00 Overzicht van de strijd, op de drie schiereilanden en alle platforms worden de Spanjaarden langzaam maar zeker verdreven
08.06 Joh. de Meester jr. schreeuwt en roept zijn aanwijzinge
08.09 De Geuzen en alle geledingen van het volk lopen zegevierend in het rond, de zwaarden en vlaggen hoog geheven
08.19 Close-up van het hoofd van Alva. Ladder wordt tegen het beeld gezet
08.25 Regisseur Joh. de Meester jr. onberispelijk gekleed met knijpbril op de neus poseert voor de camera. Achter hem blootshoofds en bescheiden teruggetrokken de auteur van het spel Herman Teirlinck
08.29 De beeldhouwer Chris Achterberg
08.32 Close-up van Johan de Meester jr. Opvallend zijn zijn lichte ogen achter de zuiver ronde randloze brilleglaze
08.39 Close-up van enkele der medespelers zittend op een terras tijdens een spelpauze; meisjes en jongens van het groepje verliefden
08.45 De regisseur en de componist-dirigent Leo Smit bekijken een regienotitie
08.49 De moeder en de twee wiegsters poseren voor de camera
08.50 De groep verliefden tijdens een spelpauze
08.52 EINDE";DE_OPVOERING_-FHD00Z01SK7
BG_19540_MPG_-FHD00Z0258W_120680_198360.mp4;PGM25442;Congres Law Association;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1921-09-02;"juristen; trams";"Den Haag; Korte Voorhout";Groep deelnemers aan het Law Congres verlaat hun hotel aan het Tournooiveld in Den Haag en stapt in een rij gereedstaande trams.;"00.00 Voor Hotel de Vieux Doelen aan het Toernooiveld geparkeerde auto rijdt weg
00.18 Gevel van het hotel met opschrift Restaurant, dames en heren congresgangers verlaten het hotel
00.27 en begeven zich naar gereedstaande tramstel waarvan het achterste rijtuig een zgn. open tram is
00.30 De congresgangers gezeten in het open rijtuig
00.48 Dames en heren deelnemers lopen langs een tramstel
00.52 Rij gereedstaande trams waarvan er enkele wegrijden
01.13 EINDE";BG_19540_MPG_-FHD00Z0258W
HET_KONINKRIJ-FHD00Z03GGX_119960_640200.mp4;PGM4167449;Het Koninkrijk der Nederlanden;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;;;;In opdracht van de 'Vereeniging Nederland in den Vreemde' vervaardigde film over diverse aspecten van de Nederlandse samenleving, ingedeeld naar provincies.;Stomme film van regisseur Willy Mullens, gemaakt in opdracht van de 'Vereeniging Nederland in den Vreemde', over diverse aspecten van de Nederlandse samenleving. De opnames dateren uit de jaren '20 en '30 van de 20e eeuw en laten de pracht en praal zien van de verschillende Hollandse provincies: het landleven, de bloemenpracht en het stedenschoon.;HET_KONINKRIJ-FHD00Z03GGX
BG_21335_MPG_-FHD00Z02BB1_122200_312320.mp4;PGM25820;Persuitstapje Lipsfabriek;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1920-01-01;"arbeiders; fabrieken; industrie; machines";Dordrecht;Verslag van bezoek door groep (journalisten) aan de Lips brandkasten- en slotenfabriek te Dordrecht. Film geeft duidelijk beeld van de machines en werkomstandigheden in die tijd.;"00.01 Fabrieksnaam boven de ingang : Lips
00.05 Uitgenodigde persvertegenwoordigers betreden het zomerse fabrieksterrein
00.41 Interieur van de fabriek waar de bezoekers langs metaalbewerkingsmachines en personeel worden rondgeleid
01.20 Detailbeeld van een opengewerkt slot
01.30 Mannelijk en vrouwelijk personeel aan het werk aan machines
01.42 Electrisch laswerk dat door bezoekster door beschermend glas wordt gadegeslagen
01.53 Overzicht van de fabriekshal met tal van grote metaalbewerkingsmachines
02.16 Afwerken van brandkasten, een wand van safe-loketten
02.34 Muziekkorps speelt op het fabrieksterrein aan de voet van monumentale trap. De bezoekers begeven zich over de trap, waaraan zich aan weerszijden stenen leeuwen bevinden, naar het hoofdkantoor
02.52 De gasten verlaten het gebouw en poseren op de trap voor het maken van een groepsfoto
03.09 EINDE";BG_21335_MPG_-FHD00Z02BB1
GOUVERNEURGEN-HRE0002FF71_2951000_3071960.mp4;PGM79666;Gouverneur-generaal De Graeff komt per 'Zeven Provincieën' aan in Belawan;Haghefilm / Willy Mullens - Nederlands Instituut voor Beeld en Geluid (beheerder);PDM;nl;1929-01-01;"erewachten; koloniaal bestuur; kruisers; officieren; overzeese gebiedsdelen";"Belawan; Nederlands-Indië; Sumatra";De nieuwe gouverneur-generaal De Graeff brengt met de kruiser 'Zeven Provincieen' een bezoek aan Sumatra en komt aan in Belawan. Hij inspecteert de erewacht en begroet de plaatselijke notabelen. Hij vertrekt per Buick op zijn dienstreis over het eiland.;"09.00 Pantserdekschip De Zeven Provincien in de Belawanrivier tegen achtergrond van bergwand (noot 1)
09.12 De met twee schoorstenen uitgeruste oorlogsbodem gefilmd van dichterbij
09.15 Midscheeps met rokende schoorstenen
09.17 Dek midscheeps met staatsietrap
09.21 GG Jhr. de Graeff (noot 2) daalt staatsietrap af
09.27 Erewacht en enkele bestursambtenaren op de kade van Belawan (noot 3)
09.29 Inspectie van de erewacht
09.47 Adjudant van de GG inspecteert gereedstaande Buick van de Firma Koek & Co. te Medan, gereden door twee inheemse chauffeurs. Op de achtergrond het gebouw van de Havenmeester
09.55 Adjudant bevestigt de standaard van de GG op de auto
10.05 GG de Graeff en gezelschap stappen in de auto
10.13 Officieren brengen de groet en notabelen nemen hun hoed af
10.16 Auto verlaat de kade
10.18 Close-up van de standaard van de Landvoogd
10.21 Erewacht presenteert het geweer als auto passeert
10.25 EINDE";GOUVERNEURGEN-HRE0002FF71
